Author,Title,Text,Date
Caroline Criado Perez,Invisible Women,"[Note] It was a similar story in New York which, in 2012, was found by Pew Research Center to be the most expensive state in the US for childcare. 80  The Center for American Progress found that before the city’s mayor introduced universal preschool ‘more than one-third of New York families waitlisted for childcare assistance lost their jobs or were unable to work’. In Los Angeles, where preschools face steep funding cuts, an estimated 6,000 mothers are set to give up about 1.5 million work hours, costing an annual total of $24.9 million in lost wages.",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] This is likely to be a conservative estimate, because it’s based on current wages – and like properly paid paternity leave, publicly funded childcare has also been shown to lower the gender pay gap. In Denmark where all children are entitled to a full-time childcare place from the age of twenty-six weeks to six years, the gender wage gap in 2012 was around 7%, and had been falling for years. In the US, where childcare is not publicly provided until age five in most places, the pay gap in 2012 was almost double this and has stalled. 86 We like to think that the unpaid work women do is just about individual women caring for their individual family members to their own individual benefit. It isn’t. Women’s unpaid work is work that society depends on, and it is work from which society as a whole benefits. When the government cuts public services that we all pay for with our taxes, demand for those services doesn’t suddenly cease. The work is simply transferred onto women, with all the attendant negative impacts on female paid labour-participation   rates, and GDP. And so the unpaid work that women do isn’t simply a matter of ‘choice’. It is built into the system we have created – and it could just as easily be built out of it. We just need the will to start collecting the data, and then designing our economy around reality rather than a male-biased confection.",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] A zombie stat is a spurious statistic that just won’t die – in part because it feels intuitively right. In the case of the UK’s 2017 general election we needed an explanation for why, contrary to nearly all polling predictions, the Labour Party did so well. An unprecedented increase in youth turnout fitted the bill: Labour had courted the youth vote, the story went, and it had almost won. But then, in January 2018, new data emerged from the British Electoral Survey. 6  There was some debate over how definitive the data was, 7",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] The finding that engaging in ‘diversity-valuing behavior’ reminds people that a woman is in fact a woman perhaps explains how Sanders came to think that all Clinton said was ‘vote for me, I’m a woman’ – because the data shows that she certainly didn’t. A word-frequency analysis of her speeches by Vox journalist David Roberts revealed that Clinton ‘mostly talked about workers, jobs, education and the economy, exactly the things she was berated for neglecting. She mentioned jobs almost 600 times, racism, women’s rights and abortion a few dozen times each.’ But, pointed out US writer Rebecca Solnit in her London Review of Books  piece on the election, ‘she was assumed to be talking about her gender all the time, though it was everyone else who couldn’t shut up about it’. 21 What all of this means on a grander scale is that democracy is not a level playing field: it is biased against electing women. This is a problem, because male and female legislators inevitably bring different perspectives to politics. Women lead different lives to men because of both their sex and their gender. They are treated differently. They experience the world differently, and this leads to different needs and different priorities. Like a male-dominated product-development team, a male-dominated legislature will ",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] Patronising women is another manoeuvre, an infamous example being then British prime minister David Cameron’s ‘Calm down, dear’ to Labour MP Angela Eagle in 2011. 48  In the Inter-Parliamentary Union’s (IPU) 2016 global study on sexism, violence and harassment against female politicians, one MP from a European parliament said ‘if a woman speaks loudly in parliament she is “shushed” with a finger to the lips, as one does with children. That never happens when a man speaks loudly’. 49",2023-08-10
Caroline Criado Perez,Invisible Women,"Sometimes it’s not ‘just’ threats.  [Note] More than one in five female parliamentarians surveyed by the IPU had been ‘subjected to one or more acts of sexual violence’, while a third had witnessed sexual violence being committed against a female colleague. During the 2010 elections in Afghanistan, nearly all of the female candidates received threatening phone calls, 53  and some female MPs in the country require round-the-clock protection. 54",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] But simple adjustments like monitoring interruptions 79  and more formally allocating a set amount of time for each person to speak have both been shown to attenuate male dominance of debates. This is in fact what Glen Mazarra, a showrunner at FX TV drama The Shield  , did when he noticed that female writers weren’t speaking up in the writer’s room – or that when they did, they were interrupted and their ideas overtaken. He instituted a no-interruption policy while writers (male or female) were pitching. It worked – and, he says, ‘it made the entire team more effective’.",2023-08-10
Caroline Criado Perez,Invisible Women," laissez-faire state. ‘Public housing might not have been the best, but everybody was somebody’s momma back up in there,’ one woman told IWPR. When the women were displaced and dispersed – and then had their homes demolished – they lost all that. But because we don’t measure women’s unpaid work, a need to maintain such informal ties once again was not factored into any rebuilding efforts.  [Note] The social networks provided by the housing projects also meant that women felt safer, which in turn made them more mobile. ‘[T]he city wasn’t too bad,’ explained one woman, ‘because everybody knew everybody, and then once you got towards Orleans and Claiborne [streets], you were safe because you knew everyone.’ The mobility of women living in the Bricks was also supported by the regular buses and variety of stores in walking distance. But again, all of that has changed. Walking is no longer an option for many of the displaced women who now live miles from the nearest stores. And bus schedules have been changed: where buses used to come along every fifteen minutes, it’s now not unusual to have to wait for an hour. One woman lost her job as a result. Rather like the planners behind Brazil’s Minha Casa, Minha Vida, transporting low-income women to their places of employment does not seem to have been considered a priority by the architects of New Orleans’ regeneration. There is no international law requiring that women’s voices be included in post-disaster planning – although based on the evidence perhaps there should be. When it comes to post-conflict contexts, however, we have UN Security Council Resolution 1325. UNSCR 1325 ‘urges all actors to increase the participation of women and incorporate gender perspectives in all United Nations peace and security efforts’. Following ‘decades of lobbying’ from women’s rights activists, 7  this landmark resolution was passed in 2000. But eighteen years on, further progress has been minimal. For a start, the available data is scant",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note]  In Sri Lanka, swimming and tree climbing are ‘predominantly’ taught to men and boys; as a result, when the December 2004 tsunami hit (which killed up to four times as many women as men 36  ) they were better able to survive the floodwaters. 37  There is also a social prejudice against women learning to swim in Bangladesh, ‘drastically’ reducing their chances of surviving flooding, 38",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] ‘You could hear people screaming and hollering for people to help them, “Please don’t do this to me, please somebody help me”’, one woman recalled in an interview with IWPR. 43  ‘They said things didn’t happen at the Superdome. They happened. They happened. People were getting raped. You could hear people, women, screaming. Because there’s no lights, so it’s dark, you know.’ She added, ‘I guess they was just grabbing people, doing whatever they wanted to   do.’ Precise data on what happened to whom in Hurricane Katrina has never been collated. For women who try to escape from war and disaster, the gender-neutral nightmare often continues in the refugee camps of the world. ‘We have learned from so many mistakes in the past that women are at a greater risk for sexual assault and violence if they don’t have separate bathrooms,’ says Gauri van Gulik, Amnesty International’s deputy director for Europe and Central Asia. 44",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] Back in 2008, Chris Anderson, then editor of tech magazine Wired  , penned an article headlined ‘The End of Theory: The Data Deluge Makes the Scientific Model Obsolete’. 10  We can ‘stop looking for models’, Anderson claimed. There is now a better way. Petabytes [that’s 1,000 million million bytes to you and me] allow us to say: ‘Correlation is enough.’ We didn’t need to hypothesise about anything, we just needed to crunch the numbers – or, more accurately, ‘let statistical algorithms’ crunch the numbers. In the era of Trump, Brexit and Cambridge Analytica, this seems Pollyanna-ish to say the least, but even before these data scandals it should have been obvious that his claims were hubristic, because back in 2008 we had even less data on women than we have now. And when you’re missing out half the global population in the numbers you feed your statistical algorithms, what you’re actually creating is just a big mess. Anderson holds up Google as an exemplar of what he dubbed ‘The Petabyte Age’, singing the praises of its ‘founding philosophy’ that ‘we don’t know why this page is better than that one: If the statistics of incoming links say it is, that’s good enough. No semantic or causal analysis is required. That’s why Google can translate languages without actually knowing them (given equal corpus data, Google can translate Klingon into Farsi as easily as it can translate French into German).’ Except, as we’ve seen, Google actually can’t translate very well at all, even ten years later. That is, if you care about women being erased from language. So. Not so simple after all.",2023-08-10
Caroline Criado Perez,Invisible Women,"Then there’s how women might interpret  [Note] history: in a 2004 Guardian  article comedian Sandi Toksvig wrote about how when she was studying anthropology at university one of her female professors held up a photograph of an antler bone with twenty-eight markings on it. ‘This,’ she said, ‘is alleged to be man’s first attempt at a calendar.’ We all looked at the bone in admiration. ‘Tell me,’ she continued, ‘what man needs to know when 28 days have passed? I suspect that this is woman’s first attempt at a calendar.’ 17 When Britain’s EU Withdrawal Bill was announced in 2017, the Human Rights Act was explicitly excluded from alteration – but it took a woman, Maria Miller, the Conservative MP for Basingstoke, to force the government to agree to make a statement requiring that Brexit is also compatible with the Equalities Act. 18  Without this concession, a whole range of women’s rights could be scrapped after Brexit, with no avenue for legal redress. In the workplace it is often women, like developmental biologist Christiane Nüsslein-Volhard with her foundation to help female PhD students ",2023-08-10
Garry Kasparov,Deep Thinking,"[Note] Machines don’t need to do things the same way the natural world does in order to be useful, or to surpass nature. This is obvious from millennia of physical technology and it applies to software and artificially intelligent machines as well. Airplanes don’t flap their wings and helicopters don’t need wings at all. The wheel doesn’t exist in nature, but it has served us very well. So why should computer brains work like human brains in order to achieve results? As is so often the case in the crossroads of human and machine thinking, chess proved to be an ideal laboratory for investigating this question.",2023-04-01
Garry Kasparov,Deep Thinking,"[Note] Pay particular attention to point three, where Shannon bridges the gap between computer science and the metaphysical world in just thirty-five words. Since chess requires thinking, either a chess-playing machine thinks or thinking doesn’t mean what we believe it to mean. I also admire his use of the word “skillful,” since simply memorizing the rules and making random legal moves or regurgitating moves from memory (or a database) isn’t how he defines thinking. This insight echoes Norbert Wiener’s note at the end of his seminal 1948 book, Cybernetics: “Whether it is possible to construct a chess-playing machine, and whether this sort of ability represents an essential difference between the potentialities of the machine and the mind.” Shannon went on to describe the various factors a chess program would need, including the rules, piece values, an evaluation function, and, most critically, the possible search methods a future chess machine could use. He described the most fundamental element of search, what we call the “minimax” algorithm, which originated in game theory and has been applied to logical decision making in many fields. Very simply put, a minimax system evaluates possibilities and sorts them from best to worst.",2023-04-01
Garry Kasparov,Deep Thinking,"[Note] When computers capable of running chess code finally came along a few years later, they were so dismally slow that it was assumed that Shannon was right, and that the best hope for real progress was Type B. It was a logical conclusion, since machines that could search Shannon’s optimistic one-position-per-microsecond benchmark were still decades away. Any program that looked at every possible move would take weeks to reach the search depth required to play a rational game and years to play well. But as it turned out, and not for the last time, the assumption that humanlike was better than brute force was largely wrong. IN 1956, the nuclear laboratory of Los Alamos was the site of the next advance in chess computing, taking the theories of Wiener, Turing, and Shannon and turning them into an actual chess-playing machine. One of the first computers, the gigantic MANIAC 1, had twenty-four hundred vacuum tubes and the revolutionary ability to store programs in memory. As soon as it was delivered, some of the H-bomb scientists tested it out by writing a chess program. Of course! The computer’s resources were so limited that they had to use a reduced board, just six-by-six squares, without bishops. After playing against itself and then losing to a strong player (despite the human playing without a queen), the machine beat a young volunteer who had just learned the game. It didn’t make headlines, but it was the first time a human had lost to a computer in a game of intellectual skill.",2023-04-01
Garry Kasparov,Deep Thinking,"Romanticizing the loss of jobs to technology is little better than complaining that antibiotics put too many grave diggers out of work. The transfer of labor from humans to our inventions is nothing less than the history of civilization. It is inseparable from centuries of rising living standards and improvements in human rights. What a luxury to sit in a climate-controlled room with access to the sum of human knowledge on a device in your pocket and lament how we don’t work with our hands anymore!  [Note] There are still plenty of places in the world where people work with their hands all day, and also live without clean water and modern medicine. They are literally dying from a lack of technology. It’s not just college-educated professionals who are under pressure today. Call center employees in India are losing their jobs to artificially intelligent agents. Electronics assembly-line workers in China are being replaced by robots at a rate that would shock even Detroit. There is an entire generation of workers in the developing world who were often the first in their families to escape farming and other subsistence labor. Will they have to return to the fields? Some may, but for the vast majority this isn’t an option. It’s like asking if all the lawyers and doctors will have to “return to the factories” that don’t exist anymore. There is no back, only forward. We don’t get to pick and choose when technological progress stops, or where. Companies are globalized and labor is becoming nearly as fluid as capital. People whose jobs are on the chopping block of automation are afraid that the current wave of tech will impoverish them, but they also depend on the next wave of technology to generate the economic growth that is the only way to create sustainable new jobs. Even if it were possible to mandate slowing down the development and implementation of intelligent machines (how?), it would only ease the pain for a few for a little while and make the situations worse for everyone in the long run. Unfortunately, there is a long tradition of politicians and CEOs sacrificing the long term and the greater good in order to satisfy a small constituency at the moment. Educating and retraining a workforce to adapt to change is far more effective than trying to preserve that workforce in some sort of Luddite bubble. But that takes planning and sacrifice, words more associated with a game of chess than with today’s leaders.",2023-04-01
Garry Kasparov,Deep Thinking,"[Note] The apparent similarity between early chess programs and human beginners is a trap, part of the familiar fallacy of expecting computers to think like humans. As Moravec’s paradox dictates, computers are very good at chess calculation, which is the part humans have the most trouble with. Computers are poor at recognizing patterns and making analogical evaluations, a human strength. Other than checkmate, nearly every factor that goes into evaluating a chess position is conditional on many other factors. This, along with the slow speed of computers at the time, is why early experts thought it would be impossible to make a strong Type A (brute force) program. They were wrong, although it would take a while to figure that out. Many of the first programs were attempts at Type B, which sought to intelligently reduce the size of the algorithm’s search tree early on the way humans do. Other research groups saw the advantage of tackling the relatively concrete task of improving the machine’s search speed and therefore depth, which always improved strength in a predictable way. The first program that played competent chess was developed at MIT in the late 1950s, a few years ahead of the Soviet program beaten by Bronstein. The Kotok-McCarthy program ran on an IBM 7090 and included some of the techniques that would become the basis for every strong algorithm that followed, including alpha-beta pruning to speed up the search. The leading Soviet team at the time took a Type A approach, which is interesting considering that they were surrounded by strong chess players, unlike the Americans. Alan Kotok and John McCarthy were both very weak players and had a romantic view of how the game was played. To me, the Soviet embrace of brute force search is not ironic at all, but, to the contrary, reflects a superior understanding of how good chess is played and won. Chess is a very precise game when played well. The advantage of a single pawn is usually more than enough for victory between strong players. Weak players see chess through the lens of their own limitations and frequent mistakes. A novice or nonplayer sees the game as a roller-coaster of cut and thrust, full of blunders on both sides that swing the game this way and that.",2023-04-01
Garry Kasparov,Deep Thinking,"[Note] In my lectures to business audiences I call this the “gravity of past success,” and often give a painful example from my own career: the loss of my world championship title to Vladimir Kramnik in 2000. I was at the height of success at the time, in the midst of an unprecedented winning streak at top-level tournaments and raising my rating to its highest peak ever. I felt great and had prepared deeply for our October match in London, scheduled for sixteen games. Kramnik was my most dangerous opponent, twelve years younger and with years of strong performances against me. But it was his first world championship match and my seventh. I had experience, better results, and felt good. How could I lose? The answer was “by playing into my opponent’s strength and refusing to adapt.” Kramnik had prepared very cleverly, using his turns with the black pieces to draw me into tedious positions I disliked. This was entirely to his credit, and it was up to me to find a strategic response for the rest of the match. But instead of avoiding these positions entirely and playing to my strengths, I continued to charge straight ahead like a bull at a red cape. I eventually lost the match with two losses, thirteen draws, and without winning a single game. I was thirty-seven at the time, not exactly ancient. And I was never afraid of pushing myself to stay on the cutting edge, including my embrace of technology. My weakness was a refusal to admit that Kramnik had outprepared me—preparation was supposed to be my strong suit. Each one of my successes up to that moment was like being dipped in bronze over and over, each success, each layer, making me more rigid and unable to change, and, more importantly, unable to see the need to change. This metaphorical gravity isn’t only a problem for individuals, or only a matter of ego. Fighting against disruption and change is also a standard business practice, one that is usually employed by a market leader trying to protect that lead. There are countless examples of this from the real world, but I’ll take one ad absurdum case from science fiction, the 1951 movie The Man in the White Suit, starring Alec Guinness. Guinness, the protagonist, is a rogue research chemist who invents a miracle fiber that never wears out and never gets dirty. Instead of the fame, riches, and Nobel Prize you might expect, he ends up being chased through the streets by angry mobs once various interest groups realize what his invention will mean. No more demand for new cloth, so the textile industry will be wiped out along with thousands of union jobs. No more need for laundry soap or laundry workers, who join in the pursuit.",2023-04-01
Garry Kasparov,Deep Thinking,"This is what different systems are indeed doing today, using techniques like genetic algorithms and neural nets to basically program themselves. Unfortunately, they have not proved to be stronger than the traditional fast-searching programs that rely more on hard-coded human knowledge—at least not yet. But this is the fault of chess, not of the methods. The more complex the subject, the more likely it is to benefit from an open, self-creating algorithm versus fixed human knowledge.  [Note] Chess just isn’t complex enough and even I can admit that there is more to life than chess. It took thirty years, but my beloved game was revealed to be too vulnerable to brute force fast searching to require strategic thinking from machines in order to defeat the best humans. As much work as went into tuning Deep Blue’s evaluation function and training its openings, the depressing truth is that a few years and a new generation of faster chips later, none of it would have mattered very much. For better or worse, chess just wasn’t deep enough to force the chess-machine community to find a solution beyond speed, something many among them lamented. In a 1989 article, two of the leading figures in computer chess wrote an essay titled “Perspectives on Falling from Grace” that critiqued the methods by which chess machines had finally approached Grandmaster strength. Soviet computer scientist Mikhail Donskoy was one of the creators of the Kaissa program that won the first computer chess world championship in 1974. Jonathan Schaeffer of Canada and his colleagues at the University of Alberta have been at the forefront of game-playing machines for decades. Along with his work on chess, he’s produced a strong poker program and his program Chinook battled for the checkers world championship and nearly solved the game entirely. In their provocative essay in a leading computer chess journal, Donskoy and Schaeffer describe how computer chess had separated from AI over the years. They credit this separation to being a consequence of the overwhelming success of the alpha-beta search algorithm. Why look at anything else if the winning method was already in hand? As they write, “It is unfortunate that computer chess was given such a powerful idea so early in its formative stages.” Winning was what mattered and faster was better, so engineering took over from science. Patterns, knowledge, and other humanlike methods were discarded as the super-fast brute force machines took home all the trophies.",2023-04-01
Garry Kasparov,Deep Thinking,"[Note] Lastly on talent, don’t tell me that hard work can be more important than talent. This is a handy platitude for motivating our kids to study or practice piano, but as I wrote ten years ago in How Life Imitates Chess, hard work is a talent. The ability to push yourself, to keep working, practicing, studying more than others is itself a talent. If anyone could do it, everyone would. As with any talent, it must be cultivated to blossom. It can be convenient to frame work ethic as a moral matter, and certainly there is the usual intertwining of nature and nurture involved. And I would hate to provide anyone with a genetic excuse for taking it easy. But to me it has always sounded a little absurd to say that “player X has more talent but player Y wins because she works harder.” Reaching peak human performance requires maximizing every aspect of our abilities whenever we can, including preparation and training, not only while at the chessboard or in the boardroom.",2023-04-01
Garry Kasparov,Deep Thinking,"That was far from the case back in 1985. Tactical calculations were still a computer strength, but only shallow sequences three or four moves deep. This was more than enough to beat most amateurs consistently, although strong players became adept at setting tactical traps that were too deep for the computers to see. It seemed paradoxical that the machine’s strength of flawless calculation was also a major weakness. The brute force “exhaustive search” method of checking every one of millions of positions also meant that the search tree couldn’t reach very deep. If you could find a tactical threat that struck the decisive blow four moves (eight ply) away when the computer could only see three moves (six ply) deep, it wouldn’t see it coming until it was too late.  [Note] We call this the “horizon effect,” exploiting that the machine can’t see beyond its search “horizon.”",2023-04-01
Garry Kasparov,Deep Thinking,"Michie also compared playing against a computer to a professional opera singer performing a “duet with a synthesizer,” an analogy I appreciate very much. The love of chess, love for its art and emotion, runs deep in every Grandmaster. As I have tried to impart, the game has roots on a cultural and personal level.  [Note] Being crushed by a robot that experiences no satisfaction, no fear, no interest at all is difficult to process.",2023-04-01
Garry Kasparov,Deep Thinking,"[Note] Watson’s Jeopardy response about a 1904 Olympic gymnast with “this anatomical oddity” was revealing. Human champion Ken Jennings buzzed first and, clearly unsure, guessed “only one hand” and was wrong. Watson then answered simply “leg” (actually, “What is leg?” in the show’s vernacular), with that response a heavy 61 percent favorite in its evaluation. It was very clear what had happened. Gymnast George Eyser was missing a leg, undoubtedly his claim to fame. Watson’s search therefore turned up lots of results with Eyser’s name and the anatomical word “leg.” So far, so good. But the machine got wrong what Jennings got right because it couldn’t understand that having a leg is not an oddity. Jennings was wrong in a human way, with a logical assumption that lacked data. Watson was wrong in a machine way, having the right data but none of the broad context that functions as common sense in the human mind.",2023-04-01
Garry Kasparov,Deep Thinking,"When Michie and a few colleagues wrote an experimental data-based machine-learning chess program in the early 1980s, it had an amusing result. They fed hundreds of thousands of positions from Grandmaster games into the machine, hoping it would be able to figure out what worked and what did not. At first it seemed to work. Its evaluation of positions was more accurate than conventional programs. The problem came when they let it actually play a game of chess. The program developed its pieces, launched an attack,  [Note] and immediately sacrificed its queen! It lost in just a few moves, having given up the queen for next to nothing. Why did it do it? Well, when a Grandmaster sacrifices his queen it’s nearly always a brilliant and decisive blow. To the machine, educated on a diet of GM games, giving up its queen was clearly the key to success!",2023-04-01
Garry Kasparov,Deep Thinking,"Computers, on the other hand, don’t understand general concepts like practical chances, however. They will always play the best move in the search tree and can do no other. Poker robots may have other ideas, but chess machines cannot bluff. One would never intentionally play an inferior move in the hope its opponent wouldn’t find the refutation. A partial exception is if the programmers change its settings in advance to play for a win at all costs, telling it that a draw must be avoided.  [Note] This is called the “contempt factor” setting, and can encourage the machine to play riskier continuations instead of settling if the position is a draw. Essentially it makes the computer super-optimistic about its own position or, as the name implies, contemptuous of its opponent’s abilities.",2023-04-01
Garry Kasparov,Deep Thinking,"[Note] I am resigned to the fact that almost no one remembers I beat Deep Blue in our first match in 1996. “This Day in History” calendars don’t have entries for all the failed attempts to fly across the Atlantic before Charles Lindbergh succeeded in 1927. When the 1996 match is remembered at all, it’s because my loss in game one was the first time a machine had beaten the world champion in a classical time control game. Prior to that, I had played quite a few games against machines at faster time controls and lost a number of them. What we call “rapid” games allow between fifteen and thirty minutes per player for the whole game. Faster still is “blitz” chess, in which the players have five minutes or even less on the clock to begin the game. There is even “bullet” chess of just one or two minutes, which almost turns chess into an aerobic activity.",2023-04-01
Garry Kasparov,Deep Thinking,"This is not an argument for surrendering to Big Brother. Coming from the country on which George Orwell based his novel 1984, I am particularly sensitive to any encroachment on individual freedom. Surveillance can be an instrument of security or of repression, especially with the sophisticated tools available now. All the wonderful communication technology we depend on today is agnostic, neither good nor evil. Assuming that the Internet would magically set everyone free, as some appeared to believe, was foolish. Modern dictatorships and other political cliques are tech savvy and have learned how to limit and exploit these powerful new mediums. I’m glad privacy advocates are on the job, especially regarding the powers of the government. I just think they are fighting a losing battle because the tech will continue to improve and because the people they are trying to protect won’t defend themselves. The barrage of privacy notices has become like all the disregarded warnings about the dangers of trans fats and corn syrup. We want to be healthy, but we like doughnuts more. The greatest security problem we have will always be human nature.  [Note] Technology will continue to make the benefits of sharing our data practically irresistible. Digital assistants like Amazon’s Echo and Google Home listen to every word and sound in the home and people are buying them by the millions. Utility always wins. Even more invasive tech, like microsensors in our plumbing or implanted in our food or bodies, will likely be deployed first in countries with weak privacy regimes, especially in the developing world. When the results come back and show that the economic and health benefits are tremendous, the floodgates will open everywhere.",2023-04-01
Garry Kasparov,Deep Thinking,"I was also prepared, and varied from a previous game of mine on the tenth move with an improvement. I wasn’t going to go into a defensive crouch. I wanted to see what this thing could do. This wasn’t a blitz or rapid game; we had hours on our clocks, not just a few minutes. This gave me enough time to think, so I wasn’t afraid of entering sharp complications.  [Note] Deep Blue played well in the early stages, gaining a slight advantage typical of the white pieces. After I made an inaccuracy it played several more strong moves to create real threats for the first time. I glanced up at Hsu, a habit rendered pointless in this match. My position was deteriorating. This thing was strong. This was different.",2023-04-01
Garry Kasparov,Deep Thinking,"[Note] According to Monty Newborn’s book on the match, IBM’s stock rose an equivalent of $3,310 million in little more than a week, a week that the rest of the Dow Jones went down significantly. I should have demanded stock options instead of a 4–1 prize split! Deep Blue’s name was everywhere in the media and the IBM team and the IBM brand went with it. It was good for me too, of course, especially in America where chess champions were hardly household names. I was getting more US media attention for beating Deep Blue in Philadelphia than I had for beating Anand in a world championship match in New York City. It turned out that even world champions are outranked by defenders of humanity.",2023-04-01
Garry Kasparov,Deep Thinking,"This is a valid perspective, even though I would give myself a little more credit than “stumbling” upon what worked. Although I had faced Deep Blue only five times, I had a great deal of insight into the general weaknesses of chess machines. They often had a poor grasp of positional factors like space—how much territory each side’s forces control—a defect evident in the game six wipeout. My knowledge of machine tendencies would prove to be no substitute for specific knowledge about Deep Blue in the rematch, however, and it would even work against me when my faulty assumptions were refuted.  [Note] Returning to tennis, I learned in the first match that my opponent had a lousy backhand, and I targeted that weakness. In the rematch, I expected Deep Blue to still have a lousy backhand—a poor understanding of space, in particular—but that weakness was almost entirely gone, as it showed to shocking effect in game two.",2023-04-01
Garry Kasparov,Deep Thinking,"This tale acquired new life when election analyst Nate Silver used it as the centerpiece for an entire chapter of his 2012 book, The Signal and the Noise. The narrative suggested by Frederic and spread by Campbell was irresistible: Kasparov lost to Deep Blue because of a bug! Writes Silver, “ [Note] The bug was anything but unfortunate for Deep Blue: it was likely what allowed the computer to beat Kasparov.” TIME, Wired, and other outlets ran with breathless variations on this theme, each story containing more errors about chess and more silly assumptions about my mental state than the last. I’m sincerely glad that my matches and chess have acquired the cultural cachet to become the subject of so much popular writing and other appearances in pop culture. The problem is, that just like most of the chessboards you see in the movies are turned sideways, the people writing about chess in popular publications often have absolutely no idea what they are talking about. Instead of taking the time to consult with a professional player, they take it for granted that winning a plastic trophy in a second-grade chess tournament qualifies them to comment insightfully on the moves and mindset of a world champion. Much of what Silver gets right in his chess chapter is from other sources and it stands out when so much else is wrong. Among many other things, he misunderstands the workings of opening books, calls the middlegame “the midgame,” and makes a complete hash of game six. That is still to come, of course, but for one sample he writes, “Kasparov did not know the Caro-Kann [Defense]…” It’s true I had given up playing the Caro-Kann in my youth, but I also cowrote a book on it. It’s also obvious to any chess player that you can know an opening quite well even if you don’t play it yourself if it’s one that you regularly have to play against, as I did. Getting back to the game at hand, Silver ignores the fact that Frederic writes in the very ChessBase article that started it all that “somewhere around here Fritz started to announce mates.” Even little Fritz on a home computer was seeing well over a dozen moves deep, and we knew Deep Blue was much, much faster. It was well understood that searching that far into a position was quite possible for a machine if the moves were mostly forced and material was limited. The search tree narrows dramatically and “singular extensions” such as those Deep Thought had a decade earlier can push very far. When there are checks against the king and only four rooks and a few pawns on the board, as was the case at that point in the game, Deep Blue easily could have reached that search depth in a few minutes. You can even see in the machine’s log files, published years later, that it reached a depth of twenty ply a few moves earlier, on move forty-one when there were even more pieces on the board.",2023-04-01
