ingredients,pareto,purchase_unit,spice,price,purchase_size
nakkefilet,False,,,,
lys sirup,False,,,,
kaffirblade,False,,,,
medisterpølse,False,,,,
kartoffelmel,False,,,,
muslinger,False,,,,
ost,False,,,,
mousserende vin,False,,,,
miso,True,,1.0,,
pebermyntestok,False,,,,
pitabrød,True,stk,0.0,30.0,5.0
grønne bønner,False,,,,
entrecotes,False,,,,
dryp olivenolie,False,,,,
mandelsmør,False,,,,
quinoa,False,,,,
ramsløg,False,,,,
rejer med skal,False,,,,
baileys,False,,,,
rødspættefilet,False,,,,
danskvand,False,,,,
portvin,False,,,,
brød,False,g,0.0,40.0,500.0
sukkersirup,False,,,,
butterdej,False,,,,
butterbeans,True,g,0.0,15.0,400.0
stængler persille,False,,,,
stængler rabarber,False,,,,
brombær,False,,,,
abrikosmarmelade,False,,,,
gnocchi,True,g,0.0,30.0,250.0
skært oksekød,False,,,,
grader,False,,,,
vesterhavsost,False,,,,
barbecuesauce,False,,,,
balsamico glace,False,,,,
bakke jordbær,True,stk,0.0,50.0,1.0
øl,False,,,,
g,False,,,,
cointreau,False,,,,
koteletter,False,,,,
håndfulde rucola,False,,,,
sennepsfrø,False,,,,
røget makrel,False,,,,
lunkent vand,False,,,,
suppehøne,False,,,,
surdej,False,,,,
syltede agurker,False,,,,
tabasco,False,,,,
blåskimmelost,False,,,,
tamarind paste,True,g,0.0,50.0,100.0
mandarin,False,,,,
tomat passata,True,stk,0.0,7.0,1.0
rugkerner,False,,,,
blodappelsiner,False,,,,
lys muscovadosukker,False,,,,
tykmælk,False,,,,
sumak,True,g,0.0,50.0,100.0
lavendelblomster,False,,,,
dild,False,g,0.0,9.0,180.0
dild,False,g,0.0,9.0,180.0
dild,False,g,0.0,9.0,180.0
dild,False,g,0.0,9.0,180.0
vandmelon,False,,,,
saft,False,,,,
confiteret andelår,False,,,,
farvepasta,False,,,,
balsamico,True,ml,0.0,40.0,250.0
danskvand isterninger,False,,,,
øko bergamotte,False,,,,
figner,False,,,,
røget laks,False,,,,
kyllingefond,False,,,,
dåser kidneybønner,True,stk,0.0,8.0,1.0
chokoladekugler,False,,,,
chokoladeknapper,False,,,,
saltede mandler,True,g,0.0,25.0,150.0
skiver landskinke,False,,,,
snaps,False,,,,
dryp sriracha chilisauce,False,,,,
potaske,False,,,,
sort peber,False,,,,
polenta mel,True,g,0.0,30.0,450.0
skiver cheddar ost,True,g,0.0,24.0,125.0
drys frisk timian,False,,,,
skive brød,False,,,,
stængel frisk mynte,False,,,,
pastinak,False,,,,
pastavand,True,,1.0,,
drys salt,False,,,,
stængel frisk timian,True,,1.0,,
pakke kageplast,False,,,,
pakke grønne asparges,False,,,,
bulgur,False,,,,
stængler citronmelisse,False,,,,
oreo,False,,,,
daim,False,,,,
sichuan peber,False,,,,
natron,False,,,,
nakkekoteletter,False,,,,
brune ris,True,g,0.0,12.0,1000.0
mørk øl,False,,,,
culottesteg,False,,,,
grøn peberfrugt,False,,,,
haricots verts,True,g,0.0,17.0,500.0
kiwi,False,,,,
gedeost,False,,,,
gorgonzola,True,g,0.0,30.0,150.0
kg,False,,,,
friske lasagneplader,True,stk,0.0,20.0,10.0
grønne linser,False,,,,
galangarod,False,,,,
hjertesalat,False,,,,
hvid fondant,False,,,,
fiskefond,False,,,,
kokossukker,False,,,,
perleløg,False,,,,
majsmel,False,,,,
ansjosfileter i olie,False,,,,
boghvedekerner,True,g,0.0,24.0,50.0
sød finsk lakrids,False,,,,
svineslag,False,,,,
drys frisk dild,False,,,,
drys mørk chokolade,False,,,,
svinekam,False,,,,
kammuslinger,False,,,,
svesker,False,,,,
sushi ris,False,,,,
suppenudler,False,,,,
kalvebouillon,False,,,,
gingerbeer,False,,,,
gin isterninger,False,,,,
boghvedegryn,False,,,,
pastaskruer,False,,,,
kapersbær,False,,,,
okseinderlår,False,,,,
tun i vand,False,,,,
flåede tomater,True,stk,0.0,7.0,1.0
tsk. fintrevet skal,False,,,,
dråber pebermynte essens,False,,,,
nødder,False,,,,
kartoffelvand,False,,,,
oksefond,False,,,,
tsk,False,,,,
trøffel,True,g,0.0,25.0,100.0
tarteletter,True,stk,0.0,25.0,10.0
dråber kulør,False,,,,
oliven uden sten,True,g,0.0,35.0,190.0
hasselnøddesmør,False,,,,
drys vaniljepulver,False,,,,
pakke filodej,False,,,,
tipo,False,,,,
havtorn,False,,,,
artiskokker,False,,,,
pulled pork,False,,,,
kahlua,False,,,,
radiser,False,,,,
ramen nudler,False,,,,
cognac,False,,,,
saltkaramel,False,,,,
saucejævner,False,,,,
speltkerner,True,g,0.0,25.0,400.0
cantaloupe melon,False,,,,
skal herfra,False,,,,
sort te,False,,,,
sort fondant,False,,,,
cashewnøddesmør,True,g,0.0,40.0,100.0
solsikkeolie,False,,,,
solbær,False,,,,
g),False,,,,
smør salt,True,g,0.0,26.0,200.0
frosne bananer,False,,,,
skiver flutes,False,,,,
hyldeblomstskærme,False,,,,
hyldebærsaft,False,,,,
skiver ost,True,g,0.0,40.0,10.0
skiver parmaskinke,False,,,,
spiseligt sølvstøv,False,,,,
spsk. citronsaft herfra,False,,,,
saft og,False,,,,
stængler frisk salvie,True,g,1.0,,
abrikoser,False,,,,
tun steak (til sushi),False,,,,
ribbensteg,False,,,,
dryp ahornsirup,False,,,,
hvedekerner,False,,,,
riseddike,False,,,,
jordbærsyltetøj,False,,,,
romainesalat,False,,,,
jomfruhummer,False,,,,
hønsebryst,False,,,,
rygeost,False,,,,
avocadoolie,False,,,,
geleringsmiddel,False,,,,
burrata,False,,,,
hvid quinoa,True,g,0.0,25.0,400.0
butternut squash,True,stk,0.0,25.0,1.0
frisk tortellini,True,g,0.0,30.0,250.0
hønsefond,False,,,,
mørk sirup,False,,,,
pasta orzo,False,,,,
fintrevet skal herfra,False,,,,
kirsebærvin,False,,,,
gul karrypasta,False,,,,
mangosirup,False,,,,
usaltede peanuts,False,,,,
mel,False,,,,
guldglimmer,False,,,,
andefedt,False,,,,
blandede kagerester,False,,,,
ladyfingers,False,,,,
grønne vindruer,False,,,,
x,False,,,,
majskorn til popcorn,False,,,,
dåser tun i olie,False,,,,
matcha,False,,,,
fladbrød,False,,,,
grillspyd af træ,True,g,1.0,,
belugalinser,True,g,0.0,30.0,400.0
lammekølle,False,,,,
mælk smør,False,,,,
koncentereret hindbærsaft,False,,,,
øko grape,False,,,,
ølandshvede,False,,,,
andebryst,False,,,,
kuller,False,,,,
blade,False,,,,
tørret basilikum,False,,,,
knoldselleri,False,,,,
flormelis vand,False,,,,
fiskeben,False,,,,
tørret,False,,,,
tykstegsbøf,False,,,,
dåser kikærter,True,g,0.0,,
and,False,,,,
makroner,False,,,,
lakridssirup,False,,,,
stængel bladselleri,False,,,,
worcestershire sauce ketchup,False,,,,
yoghurt naturel mælk,False,,,,
stor,False,,,,
stk),False,,,,
stjerneanis kanelstang,False,,,,
bearnaise,False,,,,
stikkelsbær,False,,,,
bygkerner,False,,,,
hvid portvin,False,,,,
hampefrø vand,False,,,,
grøn karrypasta,True,g,1.0,,
stængel grønkål,False,,,,
stængler citrongræs,False,,,,
ark rispapir,True,g,1.0,,
stængler frisk timian salt,False,,,,
hvedemel salt,False,,,,
benfri sild,False,,,,
wasabi,False,,,,
stængler frisk rosmarin salt,True,g,1.0,,
stængler frisk rosmarin påskeæg til pynt,False,,,,
brød eller boller,False,,,,
stængler frisk mynte danskvand,False,,,,
stængler frisk mynte,False,,,,
whiskey,False,,,,
stængler frisk estragon,False,,,,
stængler frisk dild,False,,,,
brøndkarse,False,,,,
både herfra sat på spyd,False,,,,
wonton plader vand til at pensle med,False,,,,
hvedemel smør,False,,,,
stegesky/fond fra flæskestegen,False,,,,
spsk),False,,,,
acai pulver,False,,,,
gul peberfrugt,False,,,,
æggehvide overtræk,False,,,,
bakke grønne vindruer,False,,,,
grønne oliven,False,,,,
solsikkekerner kogende vand,False,,,,
caviar,False,,,,
solbærsyltetøj,False,,,,
øko blodappelsin,False,,,,
chiliflager salt,False,,,,
% efter smag,False,,,,
smør karse,False,,,,
hyben,False,,,,
små bolchestokke,False,,,,
bakke blåbær,False,,,,
smarties,False,,,,
slik,False,,,,
hyldeblomst,False,,,,
øl vand,False,,,,
hyldebær,False,,,,
skiver toastbrød,False,,,,
æggehvide en masse dejligt pynt og slik efter eget valg,False,,,,
bakke svampe,False,,,,
ark),False,,,,
grøntsagsbouillon olivenolie,False,,,,
% salt,False,,,,
spsk. tørret),False,,,,
spsk. revet skal herfra,False,,,,
spsk. honning,False,,,,
spsk. citronsaft herfra evt. en dråbe gul frugtfarve,False,,,,
spsk.,False,,,,
appelsinjuice vand til konsistensen er perfekt,False,,,,
hvide bønner,False,,,,
% kapers,False,,,,
camembert,False,,,,
æg evt lidt koldt vand,False,,,,
spiseligt pink kagestøv,False,,,,
spinat terninger),False,,,,
bøf af oksefilet,False,,,,
bøffer,False,,,,
gammeldags modnede sild,False,,,,
sorte ris,False,,,,
galia melon,False,,,,
stængler ingefær,False,,,,
brev geleringsmiddel,False,,,,
venusmuslinger,False,,,,
til servering,False,,,,
havregrød,False,,,,
tom yum pasta,False,,,,
tom vaniljestang - brug den fra risfyldet,False,,,,
toffifee,False,,,,
-korns blanding,False,,,,
times hævetid i stedet for,False,,,,
timer),False,,,,
timer,True,g,1.0,,
tilberedt andekød,False,,,,
til aubergine croutoner,False,,,,
ved,False,,,,
til at smøre fadet med,False,,,,
havregrød tilberedt,False,,,,
thai chilipasta,False,,,,
tern,False,,,,
- med pulp fra hjemmelavet hyldeblomstsaft pulp  - så meget du har,False,,,,
tequila,False,,,,
skiver serranoskinke,False,,,,
te,False,,,,
vand (lidt mindre hvis panden er lille),False,,,,
havregryn),False,,,,
tomatsalsa,False,,,,
tonic,False,,,,
tonic isterninger,False,,,,
tun steak,False,,,,
tun i olie,False,,,,
tsk. stødt kanel,False,,,,
tørrede kikærter,False,,,,
tørrede spiseligee blomster,False,,,,
tsk. rød balsamico,False,,,,
tsk. revet skal herfra,False,,,,
tsk. fintrevet skal herfra,False,,,,
tsk. citronsaft og,False,,,,
hakket kalve- og flæskekød,False,,,,
tsk.,False,,,,
tørret),False,,,,
trøffeltapenade,False,,,,
uger før),False,,,,
tranebærjuice,False,,,,
umoden mango,False,,,,
usaltet smør,False,,,,
torskerogn,False,,,,
glukosesirup vand,False,,,,
vand - ca,False,,,,
hel rødspætte,False,,,,
hel vaniljestang,False,,,,
vand til suppen,False,,,,
sukkersirup - se nedenfor danskvand,False,,,,
vaniljekiks,False,,,,
appelsinmarmelade,False,,,,
sukker masser af isterninger,False,,,,
sukker kogelage,False,,,,
- fra bunden,False,,,,
sukker isterninger,False,,,,
sukker den tomme vaniljestang fra flødeostcremen,False,,,,
vaniljepulver isterninger og vand,False,,,,
bomuldssnor saltlage,False,,,,
stødt spidskommen evt vand,False,,,,
blade pr. person,False,,,,
grøn fondant,False,,,,
brev kamillete,False,,,,
honningkagefordej,False,,,,
gås,False,,,,
hummerhaler,False,,,,
brombærsirup,False,,,,
hummus,True,g,0.0,20.0,200.0
blade),False,,,,
vand til konsistensen er perfekt,True,stk,1.0,6.0,1.0
glasnudler,False,,,,
vand til glasur,False,,,,
vand - evt mere,False,,,,
sød kondenseret mælk isterninger,False,,,,
boghvedekorn,False,,,,
glas,False,,,,
vand - til det dækker,False,,,,
vand croutoner,False,,,,
vand eller så glasuren har perfekt konsistens,False,,,,
hindbær frisk rosmarin,False,,,,
bolchebeder,False,,,,
vand farvepasta,False,,,,
hindbæreddike,False,,,,
bomuldssnor,False,,,,
svinekæber,False,,,,
svinekrone,False,,,,
vand og isterninger,False,,,,
svineben,False,,,,
vand til at fylde bradepanden halvt op,False,,,,
hjertemuslinger,False,,,,
vand til at røre majsstivelse op i,False,,,,
skiver skinke,False,,,,
korianderfrø,False,,,,
skiver rødbede,False,,,,
oksekød,False,,,,
kartoffelchips,False,,,,
dråber rød frugtfarve,False,,,,
noritang,False,,,,
nigella frø,False,,,,
dråber tabasco,False,,,,
flækkede gule ærter,False,,,,
nachos rødløg,False,,,,
dråber teriyaki,False,,,,
kg. marinade,False,,,,
durum mel,False,,,,
kiks,False,,,,
dåser flåede tomater,False,,,,
måneder før),False,,,,
myntesirup isterninger frisk mynte,False,,,,
mynte te,False,,,,
mynte,False,g,0.0,15.0,100.0
mynte,False,g,0.0,15.0,100.0
mynte,False,g,0.0,15.0,100.0
mynte,False,g,0.0,15.0,100.0
kirsebærsaft,False,,,,
kirsebærsauce,False,,,,
morgenfrueblade,False,,,,
mont d'or,False,,,,
mini oreo,False,,,,
mild chilipasta,False,,,,
mere,False,,,,
dåser sorte bønner,True,stk,0.0,6.0,1.0
med halv hakket kalvekød,False,,,,
oksehaler,False,,,,
oksemørbrad,False,,,,
karamelcreme,False,,,,
okseskank,False,,,,
karameller,False,,,,
passionsfrugt,False,,,,
amaretto mandellikør,False,,,,
drys stødt kardemomme,False,,,,
pappardelle,False,,,,
papaya,False,,,,
drys valnødder,False,,,,
pakker grønne asparges,False,,,,
pakker gedeost,True,g,0.0,40.0,1.0
pakke radiser,True,stk,0.0,20.0,1.0
pakke nudler,False,,,,
kardemomme,False,,,,
forårsrulleplader vand til pensling,False,,,,
pakke friske lasagneplader,True,g,0.0,20.0,1.0
pakke bønnespirer,False,,,,
flæsk,False,,,,
padron,False,,,,
karse,False,,,,
andesteg eller gås,False,,,,
orange fondant,False,,,,
onglet,False,,,,
olivenolie til fonden,False,,,,
dråbe farvepasta,False,,,,
olivenolie evt vand,False,,,,
dråbe worcestershire sauce,False,,,,
klementin,False,,,,
marsala,False,,,,
dåser tun i vand,False,,,,
mango chutney,False,,,,
lammekrone,False,,,,
lammekoteletter,False,,,,
lammeculotte,False,,,,
falafelfars - klar til brug,True,g,0.0,25.0,350.0
koldt vand (eller til konsistensen er perfekt),False,,,,
koldt vand + evt,False,,,,
koldt vand + evt lidt ekstra,False,,,,
lage fra de syltede cornichoner,False,,,,
lage fra de råsyltede rabarber,False,,,,
koldt vand til glasur,False,,,,
købt),False,,,,
kålpølse,False,,,,
kyllingevinger,False,,,,
andelår,False,,,,
koncentreret tomatpuré salt,False,,,,
filodej,True,g,0.0,16.0,300.0
finthakket håndfuld purløg,False,,,,
fintrevet mørk chokolade,False,,,,
kyllingebouillon,False,,,,
kyllinge skrog,False,,,,
kvæder,False,,,,
kviste frisk,False,,,,
kulør,False,,,,
konfektforme,False,,,,
krabbeklør,False,,,,
landskinke,False,,,,
lemon sodavand,False,,,,
lemon sodavand isterninger,False,,,,
macadamia nødder,False,,,,
knuste isterninger,False,,,,
efter smag,False,,,,
eller en kanelstang,False,,,,
kogende saltet vand,False,,,,
eller ymer,False,,,,
flasker),False,,,,
emmermel,False,,,,
majskerner,False,,,,
enebær,False,,,,
madeira,False,,,,
macaroni,False,,,,
engangshandsker vand til handskerne isterninger,False,,,,
% brødcroutoner,False,,,,
løg meget fintrevet,False,,,,
kogende vand eventuelle smagsgivere frisk dild,False,,,,
lys rom danskvand,False,,,,
kogevand fra kartofler og gulerødder,False,,,,
kogt lun havregrød,False,,,,
lunt vand,False,,,,
kokoscreme,False,,,,
kokosflager,False,,,,
limoncello,False,,,,
limesaft,False,,,,
lime saften herfra,False,,,,
pasta muslingeskaller,False,,,,
pastasløjfer,False,,,,
citron tsk honning,False,,,,
håndfulde purløg,False,,,,
saucejævner kulør,False,,,,
håndfulde ramsløg,False,,,,
salt koldt vand,False,,,,
håndfulde spinat,False,,,,
salatløg,False,,,,
salatblade,False,,,,
coleslaw,False,,,,
saften herfra,False,,,,
saft og fintrevet skal herfra,False,,,,
saft og fintrevet skal,False,,,,
comté,False,,,,
rørsukker,False,,,,
røget paprika salt,False,,,,
cornflakes,False,,,,
iceberg,False,,,,
rødløg i fine tern,False,,,,
rødløg fitnhakket,False,,,,
couscous,False,,,,
frisk torskerogn,False,,,,
ingefær vand,False,,,,
ingefærsirup,False,,,,
danskvand frisk mynte,False,,,,
instant kaffe,False,,,,
isterning,False,,,,
rød frugtfarve,False,,,,
korender,False,,,,
sennepspulver,False,,,,
pastavand.,False,,,,
cl),False,,,,
skiver ristet brød,False,,,,
skiver koldrøget laks,False,,,,
håndfulde baby spinat,False,,,,
skiver herfra,False,,,,
skiver godt brød,False,,,,
skiver chorizo,False,,,,
citrongræs,False,,,,
skiver brie,False,,,,
friskpresset og,False,,,,
skiver ananas,False,,,,
friskpresset,False,,,,
skiver,False,,,,
skive serranoskinke,False,,,,
skive landskinke,False,,,,
skive citron,False,,,,
håndfulde grønkål,False,,,,
skive ananas,False,,,,
skinkekød i tern,False,,,,
skinke,False,,,,
citronsaft herfra +,False,,,,
sirup,False,,,,
sildefilet,False,,,,
håndfulde isterninger,False,,,,
citronsaft herfra + juliennestrimler,False,,,,
citronsyre,False,,,,
rød chili isterninger,False,,,,
frisk pasta,False,,,,
isterninger knuste danskvand,False,,,,
råsyltede rabarber,False,,,,
puffede quinoa,False,,,,
prosecco,False,,,,
pr stk,False,,,,
pose),False,,,,
kalvebov,False,,,,
portobellosvampe,True,stk,0.0,23.0,2.0
dryp worcestershire sauce,False,,,,
kalveschnitzel,False,,,,
dryp æblecidereddike,False,,,,
drys,False,,,,
piskefløde majsstivelse,False,,,,
piskefløde farvepasta,False,,,,
alm. løg,False,,,,
drys chili,False,,,,
drys flormelis,False,,,,
persillerod,False,,,,
drys frisk mynte,False,,,,
perlebyg,False,,,,
drys hampefrø,False,,,,
pecorino,True,g,0.0,65.0,200.0
drys kørvel,False,,,,
frisk gurkemeje,False,,,,
drys morgenfrueblade (kan undlades),False,,,,
drys rålakridspulver,False,,,,
frisk basilikum salt,False,,,,
kakaonibs guldstøv,False,,,,
påskeæg,False,,,,
frisk gurkemeje skrællet,False,,,,
dorade fisk,False,,,,
isvafler,False,,,,
frisk mynte ærtespirer,True,,1.0,,
rugflager,False,,,,
rucola olivenolie,False,,,,
dl,False,,,,
rosmarinsirup,False,,,,
dl),False,,,,
frisk mynte isterninger,False,,,,
jordbær frisk mynte,False,,,,
roastbeef,False,,,,
ristede løg,False,,,,
rismel,False,,,,
dryp ketchup,True,g,0.0,46.0,580.0
dret,False,,,,
ricotta muskatnød,True,,1.0,,
drinks),False,,,,
julesalat,False,,,,
revet skal herfra,False,,,,
kageplast,False,,,,
dryp balsamico glace,False,,,,
dryp honning,False,,,,
rapsolie,False,,,,
kahlua isterninger,False,,,,
rabarbersaft,False,,,,
cm stave,False,,,,
lasagneplader,True,g,0.0,20.0,250.0
